64 , +32.00  , +9.130596E-1  , +1.000000E-6  , +3.014362E-2  , +3.014460E-2  , +3.014290E-2  , +6.177378E-7  , 3.014362E+4 , 2.02 , +3.440000E+0  , +3.440000E-6  , +1.137083E-2  , +3.040000E+0  , +3.040000E-6  , +1.299658E-2  , 
65 , +30.00  , +8.559934E-1  , +1.000000E-6  , +3.013594E-2  , +3.013610E-2  , +3.013590E-2  , +8.000000E-8  , 3.013594E+4 , 2.00 , +3.590000E+0  , +3.590000E-6  , +1.164156E-2  , +3.840000E+0  , +3.840000E-6  , +1.130431E-2  , 
66 , +28.00  , +7.989272E-1  , +1.000000E-6  , +3.012926E-2  , +3.012960E-2  , +3.012880E-2  , +2.653300E-7  , 3.012926E+4 , 1.97 , +3.395000E+0  , +3.395000E-6  , +1.214919E-2  , +3.340000E+0  , +3.340000E-6  , +1.167661E-2  , 
67 , +26.00  , +7.418609E-1  , +1.000000E-6  , +3.012236E-2  , +3.012290E-2  , +3.012200E-2  , +3.382307E-7  , 3.012236E+4 , 1.95 , +3.325000E+0  , +3.325000E-6  , +1.148927E-2  , +3.450000E+0  , +3.450000E-6  , +1.083048E-2  , 
68 , +24.00  , +6.847947E-1  , +1.000000E-6  , +3.011596E-2  , +3.011690E-2  , +3.011530E-2  , +5.986652E-7  , 3.011596E+4 , 1.93 , +3.330000E+0  , +3.330000E-6  , +1.125238E-2  , +3.200000E+0  , +3.200000E-6  , +1.171046E-2  , 
69 , +22.00  , +6.277285E-1  , +1.000000E-6  , +3.010904E-2  , +3.010960E-2  , +3.010830E-2  , +5.083306E-7  , 3.010904E+4 , 1.90 , +3.570000E+0  , +3.570000E-6  , +1.126930E-2  , +3.460000E+0  , +3.460000E-6  , +1.245505E-2  , 
70 , +20.00  , +5.706623E-1  , +1.000000E-6  , +3.010168E-2  , +3.010220E-2  , +3.010100E-2  , +5.192302E-7  , 3.010168E+4 , 1.88 , +3.685000E+0  , +3.685000E-6  , +1.208150E-2  , +3.680000E+0  , +3.680000E-6  , +1.248890E-2  , 
71 , +18.00  , +5.135960E-1  , +1.000000E-6  , +3.009430E-2  , +3.009490E-2  , +3.009390E-2  , +4.516636E-7  , 3.009430E+4 , 1.85 , +3.655000E+0  , +3.655000E-6  , +1.247068E-2  , +3.690000E+0  , +3.690000E-6  , +1.225198E-2  , 
72 , +16.00  , +4.565298E-1  , +1.000000E-6  , +3.008706E-2  , +3.008750E-2  , +3.008670E-2  , +3.006659E-7  , 3.008706E+4 , 1.83 , +3.510000E+0  , +3.510000E-6  , +1.236916E-2  , +3.620000E+0  , +3.620000E-6  , +1.150739E-2  , 
73 , +14.00  , +3.994636E-1  , +1.000000E-6  , +3.008026E-2  , +3.008080E-2  , +3.007970E-2  , +3.611094E-7  , 3.008026E+4 , 1.81 , +3.455000E+0  , +3.455000E-6  , +1.187845E-2  , +3.400000E+0  , +3.400000E-6  , +1.187968E-2  , 
74 , +12.00  , +3.423974E-1  , +1.000000E-6  , +3.007324E-2  , +3.007350E-2  , +3.007270E-2  , +2.939388E-7  , 3.007324E+4 , 1.78 , +3.280000E+0  , +3.280000E-6  , +1.169232E-2  , +3.510000E+0  , +3.510000E-6  , +1.032280E-2  , 
75 , +10.00  , +2.853311E-1  , +1.000000E-6  , +3.006714E-2  , +3.006800E-2  , +3.006590E-2  , +7.418895E-7  , 3.006714E+4 , 1.76 , +3.295000E+0  , +3.295000E-6  , +1.110009E-2  , +3.050000E+0  , +3.050000E-6  , +1.198122E-2  , 
76 , +8.00  , +2.282649E-1  , +1.000000E-6  , +3.006006E-2  , +3.006080E-2  , +3.005960E-2  , +4.715930E-7  , 3.006006E+4 , 1.74 , +3.395000E+0  , +3.395000E-6  , +1.115086E-2  , +3.540000E+0  , +3.540000E-6  , +1.099971E-2  , 
77 , +6.00  , +1.711987E-1  , +1.000000E-6  , +3.005356E-2  , +3.005390E-2  , +3.005310E-2  , +3.440930E-7  , 3.005356E+4 , 1.72 , +3.245000E+0  , +3.245000E-6  , +1.148927E-2  , +3.250000E+0  , +3.250000E-6  , +1.096586E-2  , 
78 , +4.00  , +1.141325E-1  , +1.000000E-6  , +3.004708E-2  , +3.004760E-2  , +3.004670E-2  , +3.544009E-7  , 3.004708E+4 , 1.70 , +3.520000E+0  , +3.520000E-6  , +1.098165E-2  , +3.240000E+0  , +3.240000E-6  , +1.286120E-2  , 
79 , +2.00  , +5.706623E-2  , +1.000000E-6  , +3.003948E-2  , +3.004040E-2  , +3.003820E-2  , +7.678542E-7  , 3.003948E+4 , 1.67 , +4.070000E+0  , +4.070000E-6  , +1.191230E-2  , +3.800000E+0  , +3.800000E-6  , +1.468884E-2  , 
80 , +0.00  , +0.000000E+0  , +1.000000E-6  , +3.003080E-2  , +3.003500E-2  , +3.002220E-2  , +4.557192E-6  , 3.003080E+4 , 1.64 , +3.295000E+0  , +3.295000E-6  , +1.377359E-2  , +4.340000E+0  , +4.340000E-6  , +7.615182E-3  , 
81 , -2.00 , -5.706623E-2 , +1.000000E-6  , +3.002630E-2  , +3.002730E-2  , +3.002540E-2  , +6.480741E-7  , 3.002630E+4 , 1.62 , +3.205000E+0  , +3.205000E-6  , +1.115086E-2  , +2.250000E+0  , +2.250000E-6  , +1.407963E-2  , 
82 , -4.00 , -1.141325E-1 , +1.000000E-6  , +3.001798E-2  , +3.001900E-2  , +3.001700E-2  , +7.600000E-7  , 3.001798E+4 , 1.60 , +3.715000E+0  , +3.715000E-6  , +1.084628E-2  , +4.160000E+0  , +4.160000E-6  , +1.106740E-2  , 
83 , -6.00 , -1.711987E-1 , +1.000000E-6  , +3.001144E-2  , +3.001180E-2  , +3.001120E-2  , +2.059126E-7  , 3.001144E+4 , 1.57 , +3.450000E+0  , +3.450000E-6  , +1.257221E-2  , +3.270000E+0  , +3.270000E-6  , +1.228583E-2  , 
