mass_A
t	x	y
1.673333333E1	-1.259508196E-1	-3.800322042E-3
1.676666667E1	-1.161967564E-1	-2.671391839E-3
1.680000000E1	-1.060876074E-1	-3.842410990E-3
1.683333333E1	-9.592047103E-2	-2.705376122E-3
1.686666667E1	-8.462173620E-2	-4.041659875E-3
1.690000000E1	-7.391523965E-2	-2.932232686E-3
1.693333333E1	-6.303516730E-2	-3.674290074E-3
1.696666667E1	-5.358496216E-2	-2.710485899E-3
1.700000000E1	-4.387259211E-2	-3.719124774E-3
1.703333333E1	-3.563792358E-2	-2.732961496E-3
1.706666667E1	-2.796600353E-2	-3.699282902E-3
1.710000000E1	-2.200392581E-2	-2.923435219E-3
1.713333333E1	-1.714034785E-2	-3.547578666E-3
1.716666667E1	-1.305668615E-2	-2.742804973E-3
1.720000000E1	-1.152908152E-2	-3.406102052E-3
1.723333333E1	-1.090183067E-2	-2.725764805E-3
1.726666667E1	-1.143817871E-2	-3.349823584E-3
1.730000000E1	-1.342583217E-2	-2.963156041E-3
1.733333333E1	-1.729998102E-2	-3.424823134E-3
1.736666667E1	-2.136057468E-2	-3.084304201E-3
1.740000000E1	-2.714702748E-2	-3.544835121E-3
1.743333333E1	-3.370761061E-2	-3.217199514E-3
1.746666667E1	-4.080985938E-2	-3.262005008E-3
1.750000000E1	-4.812787534E-2	-3.009033740E-3
1.753333333E1	-5.613247232E-2	-3.160497807E-3
1.756666667E1	-6.364265077E-2	-3.205906775E-3
1.760000000E1	-7.175238348E-2	-3.802446718E-3
1.763333333E1	-7.982050730E-2	-3.650798453E-3
1.766666667E1	-8.726734114E-2	-3.790408302E-3
1.770000000E1	-9.416663664E-2	-3.815223327E-3
1.773333333E1	-1.004158756E-1	-3.682989647E-3
1.776666667E1	-1.056003955E-1	-3.634344514E-3
1.780000000E1	-1.100443849E-1	-3.521436843E-3
1.783333333E1	-1.132385796E-1	-3.579202742E-3
1.786666667E1	-1.158749023E-1	-3.551225050E-3
1.790000000E1	-1.173020294E-1	-3.649746714E-3
1.793333333E1	-1.174406445E-1	-3.550565629E-3
1.796666667E1	-1.165604553E-1	-3.605037102E-3
1.800000000E1	-1.142398962E-1	-3.487319195E-3
1.803333333E1	-1.116610115E-1	-3.609137440E-3
1.806666667E1	-1.079493152E-1	-3.370301487E-3
1.810000000E1	-1.034931992E-1	-3.867002295E-3
1.813333333E1	-9.881779876E-2	-3.604323317E-3
1.816666667E1	-9.316146306E-2	-3.932435056E-3
1.820000000E1	-8.713279987E-2	-3.678519253E-3
1.823333333E1	-8.100208853E-2	-4.037771848E-3
1.826666667E1	-7.528689117E-2	-3.727237925E-3
1.830000000E1	-6.878970169E-2	-3.948487021E-3
1.833333333E1	-6.270857353E-2	-3.397494014E-3
1.836666667E1	-5.786998345E-2	-3.532494989E-3
1.840000000E1	-5.272729315E-2	-3.429325047E-3
1.843333333E1	-4.808841292E-2	-3.642777055E-3
1.846666667E1	-4.445755139E-2	-3.318282576E-3
1.850000000E1	-4.135444618E-2	-3.727843111E-3
1.853333333E1	-3.926680311E-2	-3.273408557E-3
1.856666667E1	-3.760774951E-2	-3.635694676E-3
1.860000000E1	-3.692263426E-2	-3.477635069E-3
1.863333333E1	-3.703176135E-2	-3.643270986E-3
1.866666667E1	-3.762498336E-2	-3.534862944E-3
1.870000000E1	-3.937324369E-2	-3.744272831E-3
1.873333333E1	-4.168013946E-2	-3.475562573E-3
1.876666667E1	-4.447499179E-2	-3.833028096E-3
1.880000000E1	-4.783676987E-2	-3.528412946E-3
1.883333333E1	-5.184459364E-2	-3.654012091E-3
1.886666667E1	-5.613542287E-2	-3.416225357E-3
1.890000000E1	-6.049995093E-2	-3.476730434E-3
1.893333333E1	-6.453039625E-2	-3.538061909E-3
1.896666667E1	-6.909270688E-2	-3.771882793E-3
1.900000000E1	-7.384597948E-2	-3.960728898E-3
1.903333333E1	-7.818398283E-2	-3.881208145E-3
1.906666667E1	-8.198944712E-2	-3.883806261E-3
1.910000000E1	-8.584365485E-2	-3.858459490E-3
1.913333333E1	-8.918929727E-2	-3.829712627E-3
1.916666667E1	-9.179916017E-2	-3.867695153E-3
1.920000000E1	-9.404693743E-2	-3.914052533E-3
1.923333333E1	-9.583611703E-2	-3.873617113E-3
1.926666667E1	-9.662383045E-2	-3.895699529E-3
1.930000000E1	-9.701452372E-2	-3.879466183E-3
1.933333333E1	-9.703992771E-2	-3.950233884E-3
1.936666667E1	-9.635287939E-2	-3.910707088E-3
1.940000000E1	-9.496176646E-2	-3.989519953E-3
1.943333333E1	-9.309249736E-2	-3.788842178E-3
1.946666667E1	-9.087453788E-2	-3.949565156E-3
1.950000000E1	-8.816049472E-2	-3.855645755E-3
1.953333333E1	-8.510865489E-2	-4.026337539E-3
1.956666667E1	-8.195391331E-2	-3.840114132E-3
1.960000000E1	-7.871162734E-2	-4.003237266E-3
1.963333333E1	-7.536672849E-2	-3.940443123E-3
1.966666667E1	-7.165416028E-2	-3.959723722E-3
1.970000000E1	-6.846076131E-2	-3.809482423E-3
1.973333333E1	-6.510635713E-2	-3.766945166E-3
1.976666667E1	-6.184883259E-2	-3.412459117E-3
1.980000000E1	-5.978941104E-2	-3.573445358E-3
1.983333333E1	-5.743826606E-2	-3.402646436E-3
1.986666667E1	-5.527429174E-2	-3.657915404E-3
1.990000000E1	-5.373217291E-2	-3.644594134E-3
1.993333333E1	-5.260986662E-2	-3.586308699E-3
1.996666667E1	-5.202450359E-2	-3.541806631E-3
2.000000000E1	-5.178189538E-2	-3.669882235E-3
2.003333333E1	-5.190774489E-2	-3.705923088E-3
2.006666667E1	-5.242936761E-2	-3.682515824E-3
2.010000000E1	-5.360026954E-2	-3.715676831E-3
2.013333333E1	-5.493584484E-2	-3.640527179E-3
2.016666667E1	-5.687257609E-2	-3.705260645E-3
2.020000000E1	-5.903313202E-2	-3.653474102E-3
2.023333333E1	-6.125454810E-2	-3.752644795E-3
2.026666667E1	-6.323808602E-2	-3.826525255E-3
2.030000000E1	-6.596291682E-2	-3.901561808E-3
2.033333333E1	-6.859906952E-2	-3.858794668E-3
2.036666667E1	-7.139786872E-2	-4.115293649E-3
2.040000000E1	-7.386201294E-2	-4.234162111E-3
2.043333333E1	-7.643008495E-2	-4.268095623E-3
2.046666667E1	-7.888075001E-2	-4.171353007E-3
2.050000000E1	-8.064503562E-2	-4.042127990E-3
2.053333333E1	-8.235747795E-2	-4.262359991E-3
2.056666667E1	-8.385718920E-2	-4.206009188E-3
2.060000000E1	-8.497550183E-2	-4.309410961E-3
2.063333333E1	-8.589118659E-2	-4.223680994E-3
2.066666667E1	-8.637287158E-2	-4.307116653E-3
2.070000000E1	-8.651216911E-2	-4.274551890E-3
2.073333333E1	-8.636132483E-2	-4.331758393E-3
2.076666667E1	-8.597646773E-2	-4.298770064E-3
2.080000000E1	-8.475440108E-2	-4.336195735E-3
2.083333333E1	-8.373210219E-2	-4.327960654E-3
2.086666667E1	-8.229483302E-2	-4.434473693E-3
2.090000000E1	-8.068377483E-2	-4.276693081E-3
2.093333333E1	-7.903803576E-2	-4.324933946E-3
2.096666667E1	-7.711961537E-2	-4.306018228E-3
2.100000000E1	-7.531713348E-2	-4.450061767E-3
2.103333333E1	-7.326790520E-2	-4.374907259E-3
2.106666667E1	-7.103963358E-2	-4.213980289E-3
2.110000000E1	-6.913234310E-2	-4.246782018E-3
2.113333333E1	-6.746922983E-2	-4.145692850E-3
2.116666667E1	-6.549862712E-2	-4.198225932E-3
2.120000000E1	-6.422487783E-2	-4.038672401E-3
2.123333333E1	-6.274885864E-2	-4.160590770E-3
2.126666667E1	-6.176893161E-2	-3.850063495E-3
2.130000000E1	-6.110892362E-2	-4.015025596E-3
2.133333333E1	-6.059215810E-2	-3.824666048E-3
2.136666667E1	-6.045301083E-2	-4.037753186E-3
2.140000000E1	-6.029193233E-2	-3.772110382E-3
2.143333333E1	-6.047704519E-2	-4.030408418E-3
2.146666667E1	-6.084140915E-2	-3.859416267E-3
2.150000000E1	-6.126224120E-2	-4.002664478E-3
2.153333333E1	-6.181449943E-2	-3.948588278E-3
2.156666667E1	-6.273471511E-2	-4.161907640E-3
2.160000000E1	-6.401281282E-2	-4.193519782E-3
2.163333333E1	-6.543176841E-2	-4.290583168E-3
2.166666667E1	-6.698244136E-2	-4.221121283E-3
2.170000000E1	-6.841056513E-2	-4.338663711E-3
2.173333333E1	-6.997977278E-2	-4.340764016E-3
2.176666667E1	-7.136577788E-2	-4.377234470E-3
2.180000000E1	-7.288771389E-2	-4.408659981E-3
2.183333333E1	-7.449897505E-2	-4.363525139E-3
2.186666667E1	-7.582629625E-2	-4.411978430E-3
2.190000000E1	-7.686260355E-2	-4.258719606E-3
2.193333333E1	-7.775998903E-2	-4.387449043E-3
2.196666667E1	-7.866133345E-2	-4.209033046E-3
2.200000000E1	-7.925229779E-2	-4.316625523E-3
2.203333333E1	-7.955411164E-2	-4.149388346E-3
2.206666667E1	-7.991559318E-2	-4.338507472E-3
2.210000000E1	-7.981572171E-2	-4.241134173E-3
2.213333333E1	-7.976588895E-2	-4.358456564E-3
2.216666667E1	-7.952921489E-2	-4.252975018E-3
2.220000000E1	-7.914418997E-2	-4.358873831E-3
2.223333333E1	-7.846427854E-2	-4.259354352E-3
2.226666667E1	-7.751944641E-2	-4.468701089E-3
2.230000000E1	-7.656340494E-2	-4.244970356E-3
2.233333333E1	-7.575894831E-2	-4.414835760E-3
2.236666667E1	-7.461221316E-2	-4.382122643E-3
2.240000000E1	-7.325296384E-2	-4.409639164E-3
2.243333333E1	-7.211771819E-2	-4.267155831E-3
2.246666667E1	-7.095824150E-2	-4.270390277E-3
2.250000000E1	-6.982150125E-2	-4.216231219E-3
2.253333333E1	-6.881665812E-2	-4.172272272E-3
2.256666667E1	-6.805941030E-2	-4.129922831E-3
2.260000000E1	-6.714743810E-2	-4.136901984E-3
2.263333333E1	-6.635671724E-2	-4.193379300E-3
2.266666667E1	-6.580226946E-2	-4.199887141E-3
2.270000000E1	-6.544331779E-2	-4.196380416E-3
2.273333333E1	-6.513378892E-2	-4.220503410E-3
2.276666667E1	-6.495920076E-2	-4.199146256E-3
2.280000000E1	-6.500957551E-2	-4.225770162E-3
2.283333333E1	-6.511619058E-2	-4.201954702E-3
2.286666667E1	-6.523969438E-2	-4.210512681E-3
2.290000000E1	-6.547867838E-2	-4.195746572E-3
2.293333333E1	-6.589602242E-2	-4.205687603E-3
2.296666667E1	-6.654306949E-2	-4.246593623E-3
2.300000000E1	-6.732822577E-2	-4.214383280E-3
2.303333333E1	-6.802891136E-2	-4.264210977E-3
2.306666667E1	-6.892309945E-2	-4.247909055E-3
2.310000000E1	-6.959118236E-2	-4.302442545E-3
2.313333333E1	-7.037404293E-2	-4.336881641E-3
2.316666667E1	-7.110554952E-2	-4.304871655E-3
2.320000000E1	-7.206188357E-2	-4.517893096E-3
2.323333333E1	-7.282367329E-2	-4.465409353E-3
2.326666667E1	-7.352778608E-2	-4.522592300E-3
2.330000000E1	-7.426004822E-2	-4.581640369E-3
2.333333333E1	-7.492338894E-2	-4.613178386E-3
2.336666667E1	-7.522313000E-2	-4.562659074E-3
2.340000000E1	-7.548707539E-2	-4.659695474E-3
2.343333333E1	-7.556892676E-2	-4.656543276E-3
2.346666667E1	-7.570585690E-2	-4.688224848E-3
2.350000000E1	-7.569881369E-2	-4.627961154E-3
2.353333333E1	-7.566629108E-2	-4.673990333E-3
2.356666667E1	-7.550455123E-2	-4.716369994E-3
2.360000000E1	-7.527444523E-2	-4.722344738E-3
2.363333333E1	-7.486834808E-2	-4.761249289E-3
2.366666667E1	-7.432617738E-2	-4.787964794E-3
2.370000000E1	-7.382410103E-2	-4.744482887E-3
2.373333333E1	-7.338745240E-2	-4.711483598E-3
2.376666667E1	-7.270309585E-2	-4.709216160E-3
2.380000000E1	-7.208612625E-2	-4.686486116E-3
2.383333333E1	-7.155259568E-2	-4.700152410E-3
2.386666667E1	-7.092450551E-2	-4.595172548E-3
2.390000000E1	-7.044369004E-2	-4.657826141E-3
2.393333333E1	-6.990159217E-2	-4.651974297E-3
2.396666667E1	-6.943389388E-2	-4.706364043E-3
2.400000000E1	-6.909411333E-2	-4.648343456E-3
2.403333333E1	-6.868911376E-2	-4.695323779E-3
2.406666667E1	-6.849873399E-2	-4.721299733E-3
2.410000000E1	-6.851241850E-2	-4.669679643E-3
2.413333333E1	-6.851006613E-2	-4.674669981E-3
2.416666667E1	-6.851408072E-2	-4.670271237E-3
2.420000000E1	-6.856718948E-2	-4.680455490E-3
2.423333333E1	-6.862551909E-2	-4.695348868E-3
2.426666667E1	-6.867939018E-2	-4.721596724E-3
2.430000000E1	-6.892536618E-2	-4.714580881E-3
2.433333333E1	-6.910316658E-2	-4.715413457E-3
2.436666667E1	-6.943951007E-2	-4.712925922E-3
2.440000000E1	-6.992446505E-2	-4.710578177E-3
2.443333333E1	-7.011245056E-2	-4.659378735E-3
2.446666667E1	-7.067919702E-2	-4.785950665E-3
2.450000000E1	-7.100636367E-2	-4.740938572E-3
2.453333333E1	-7.150154415E-2	-4.835076184E-3
2.456666667E1	-7.177471735E-2	-4.733743135E-3
2.460000000E1	-7.216828741E-2	-4.764828663E-3
2.463333333E1	-7.253446459E-2	-4.754030137E-3
2.466666667E1	-7.275679473E-2	-4.738533012E-3
2.470000000E1	-7.289049480E-2	-4.787102062E-3
2.473333333E1	-7.326169716E-2	-4.732293708E-3
2.476666667E1	-7.325014917E-2	-4.751621810E-3
2.480000000E1	-7.313820802E-2	-4.732753727E-3
2.483333333E1	-7.315582473E-2	-4.726462576E-3
2.486666667E1	-7.311317474E-2	-4.733202370E-3
2.490000000E1	-7.304640049E-2	-4.714199162E-3
2.493333333E1	-7.302303440E-2	-4.715128725E-3
2.496666667E1	-7.295285411E-2	-4.689249999E-3
2.500000000E1	-7.290710037E-2	-4.719749134E-3
2.503333333E1	-7.269216676E-2	-4.692939550E-3
2.506666667E1	-7.244916283E-2	-4.731771428E-3
2.510000000E1	-7.210269592E-2	-4.733233477E-3
2.513333333E1	-7.187894136E-2	-4.673477617E-3
2.516666667E1	-7.147093322E-2	-4.682347833E-3
2.520000000E1	-7.108349155E-2	-4.700999753E-3
2.523333333E1	-7.085105196E-2	-4.660103126E-3
2.526666667E1	-7.061828755E-2	-4.725611869E-3
2.530000000E1	-7.034925048E-2	-4.622842412E-3
2.533333333E1	-6.998391091E-2	-4.651122791E-3
2.536666667E1	-6.993639889E-2	-4.725824033E-3
2.540000000E1	-6.962035817E-2	-4.642528493E-3
2.543333333E1	-6.945738022E-2	-4.692377878E-3
2.546666667E1	-6.946950703E-2	-4.679732402E-3
2.550000000E1	-6.943157704E-2	-4.702533777E-3
2.553333333E1	-6.952525834E-2	-4.676508455E-3
2.556666667E1	-6.946268022E-2	-4.696962743E-3
2.560000000E1	-6.984350303E-2	-2.356543511E-3
